customer_id,first_name,last_name,email,phone,date_of_birth,gender,address_line1,address_line2,city,state,postal_code,country,registration_date,is_premium,preferred_language,marketing_consent
28e28a23-e74b-48a9-8931-1d781e17d1eb,Vanessa,Larson,usalazar@example.net,(387)627-7434x87347,1960-08-04,M,5812 Jesse Square Apt. 316,Suite 587,Brownchester,Missouri,77057,Yemen,2025-02-10,FALSE,Spanish,TRUE
989e71f9-f9ee-41c3-bd26-7182c07b6a53,Andrew,Gilmore,wwoods@example.com,001-766-888-9373x46706,1993-11-30,M,2980 Vargas Shore,Apt. 162,Whiteview,Missouri,43407,Croatia,2024-08-07,TRUE,French,TRUE
54da2c61-422f-4f86-8449-cdefe4efb401,Mark,Juarez,aramirez@example.com,270-580-5310,1958-03-15,M,232 Caldwell Port,Apt. 745,New Catherine,West Virginia,94657,Brazil,2025-04-15,FALSE,French,TRUE
6ce87477-5d53-4fb9-8a11-0d026d533484,Lori,Oconnell,lanesarah@example.net,+1-866-731-9314x91905,1949-04-29,F,67165 Zimmerman Mews Apt. 849,,Marshallshire,Louisiana,42746,Timor-Leste,2024-02-26,FALSE,German,TRUE
b4caab23-bf5b-4f70-abc0-2892c6a06459,Mariah,Miller,dsanchez@example.net,+1-665-607-5273x545,1982-06-16,M,313 Freeman Trace,Apt. 777,North Kellyfurt,Vermont,32391,Gambia,2025-01-16,FALSE,French,FALSE
23a09120-1b74-43de-b58c-c70e9a44fe11,Bonnie,Kennedy,ronald85@example.com,001-574-544-3135x182,1994-11-24,F,9894 Marissa Hill Apt. 524,,Lake Amandaview,Arizona,07647,Micronesia,2024-04-02,FALSE,Spanish,FALSE
74a8e532-2574-461b-8d8f-f4e2d9457695,Heidi,Martinez,agarcia@example.net,377-275-2047x1167,1954-12-17,M,413 Angela Mall,,Port Alexandra,New Hampshire,58529,French Southern Territories,2025-06-18,TRUE,English,FALSE
82b3881c-8c9d-422b-8b00-4d30ad9bd8b3,Brianna,Patterson,lynchjody@example.org,+1-934-612-3281x2067,1946-11-09,M,4713 French Road,,South Danny,Iowa,85387,Canada,2025-07-25,FALSE,German,TRUE
ddf10399-00cc-45e0-91f5-34fd9cd82869,Joseph,Thomas,martinkyle@example.net,001-947-917-4648,1950-02-09,F,5940 Jeremy Spring,,Port Emilyview,Oregon,05774,Serbia,2025-03-29,FALSE,French,FALSE
876104cd-5a64-4bcb-b0bc-60cec356cc07,Gregory,Stone,lmoon@example.net,(871)275-6551x25674,1975-08-02,M,4516 Diane Plains,,Gutierrezborough,North Dakota,47920,Nigeria,2025-03-29,TRUE,French,FALSE
8bc4c21b-8c38-4579-af42-6e34bcbff550,Vernon,Ramos,harrisandrea@example.com,371.509.3248x086,2001-11-22,F,1274 Perry Orchard,Suite 378,South James,Rhode Island,67117,San Marino,2025-07-02,FALSE,German,TRUE
5db4bee1-ba83-43f3-bbae-788a5471568f,Derek,Jones,ymorgan@example.net,704-849-9727x875,1975-08-15,Other,39636 Louis Mountains Suite 627,,East Wayneshire,Michigan,13655,Tunisia,2025-06-06,FALSE,Spanish,TRUE
b732ad86-f9d9-4d90-a228-90cd409bb67d,Scott,Fox,jsmith@example.COM,+1-921-274-5961x5865,1997-08-27,M,43161 Scott Square,,Rebeccaton,Massachusetts,07856,French Polynesia,2024-05-24,FALSE,Spanish,TRUE
9075d80e-6ac4-4c30-ab93-cbf634fc2615,Nicholas,Thomas,yknight@example.org,(421)596-9379,1976-01-06,M,4074 Charles Key Suite 647,,Jamesfurt,New Mexico,14480,Dominica,2024-06-11,FALSE,English,TRUE
a8eb3066-b047-4228-b851-55db4d2a90ae,Ashley,Andrews,andrew64@example.org,001-509-674-3953,1990-10-03,F,104 Johnson Lakes,Apt. 145,Thompsonberg,Ohio,48454,Marshall Islands,2024-09-12,FALSE,French,TRUE
5ce2b50f-1c36-43a1-a483-0722101c073a,Robin,Rivas,robin74@example.net,317-912-3685x16048,1969-09-19,M,651 Thomas River Suite 931,,Blankenshipport,Tennessee,54017,Brazil,2023-12-06,FALSE,English,FALSE
5f8a7382-9d40-4231-ba6c-6e7a82b0cb7a,Brandon,Johnson,pwilson@example.net,(367)958-6926,1986-07-13,M,0537 Sampson Walk Suite 158,,Bruceview,Illinois,16512,Yemen,2025-06-08,FALSE,Spanish,TRUE
4dfc36bd-6fac-474c-af78-035828d53c8c,Madison,Davis,darleneharper@example.ORG,5535293183,1966-12-29,F,042 Amber Union,,North Donna,Alaska,17776,American Samoa,2024-05-24,TRUE,German,FALSE
74fea519-bfab-4a76-bd1a-2132c87a495d,Kristy,Young,alfred40@example.org,001-568-211-7758x9178,1994-02-14,Other,0076 Parks Overpass Suite 115,,North David,South Carolina,83479,Myanmar,2024-10-18,FALSE,French,TRUE
a93a6804-0893-4de8-9138-ad47e4cfb37f,Jennifer,James,shawn96@example.org,001-318-736-7365x766,1973-09-04,Other,452 Jones Village Apt. 161,,Lisaside,Arkansas,77370,Zimbabwe,2024-10-29,FALSE,German,TRUE
dc040e77-ac9d-4205-a91c-36e212a072e1,Anna,Santiago,qgomez@example.com,001-304-794-5198x3273,2002-02-28,M,49368 Chelsea Shoals Suite 024,Suite 550,Port Douglas,Texas,53032,Bangladesh,2023-12-08,TRUE,Spanish,TRUE
5c12ecd0-c4d7-436f-bf2a-a4b96860b71b,Joyce,Bonilla,reesejason@example.com,252.354.5991x022,1963-02-25,M,679 Perry Forge Apt. 561,Suite 978,Brandonfurt,Rhode Island,07681,Albania,2024-01-25,FALSE,Spanish,TRUE
84921bbe-becc-4f1c-9b07-8defa2fbbaa9,Kevin,Clark,KATR@example.org,7763226838,1971-08-28,M,0715 Berry Station,,Robertsfurt,Alaska,43069,Chile,2025-05-03,TRUE,Spanish,TRUE
ae6e9bc5-5c29-4587-8116-9ca958697ec5,Stacey,Stevens,christopher13@example.com,001-468-316-4535,1979-05-17,F,835 Luna Viaduct,Apt. 312,Jamesberg,Wisconsin,86419,Belarus,2024-01-04,TRUE,German,TRUE
dc43c3c6-5d09-468b-aad7-9ffd1d5cee07,Stephanie,Burton,wwebster@example.net,299.755.2717x744,1979-02-27,F,7700 Decker Club,,New Brookefurt,New Jersey,76565,Micronesia,2025-04-26,TRUE,English,TRUE
0a12d95f-56ae-4f0e-950a-194b906e24fd,Joanne,Williams,marcalvarez@example.org,9719518203,1980-04-18,F,5466 Shelton Center,,Cameronville,Oklahoma,89417,Hungary,2024-03-27,FALSE,English,TRUE
c4c2e68b-f5f4-4a8f-badd-828f1e8aa0b4,Johnathan,York,mathewaguilar@example.org,(346)829-1486x528,1979-03-28,Other,54235 Lee Dam Apt. 141,Apt. 592,Mooreburgh,Vermont,82386,Sudan,2025-07-21,FALSE,French,FALSE
1b4b946a-9f42-4c58-af6a-0be7e4e15020,Gabriel,Kim,udiaz@example.org,994.973.8347x359,1996-12-29,M,8862 Laurie Dam Suite 075,Apt. 814,Port Ethanmouth,North Carolina,19814,Switzerland,2024-07-24,TRUE,German,TRUE
7c8c79eb-74b7-4c5a-bb43-89247996700c,Christopher,Lozano,bwilkerson@example.com,2687536153,1951-05-18,M,20472 West Avenue Apt. 043,Apt. 898,Rodriguezport,Kansas,39973,British Virgin Islands,2023-09-26,FALSE,English,TRUE
2a657a17-1274-4e22-8d05-1cc1072f5c11,John,Fowler,fbrown@example.net,-3760,1983-06-20,Other,18518 Peter Mountains Apt. 654,Apt. 515,Lake Diane,Connecticut,76772,Saint Pierre and Miquelon,2025-03-29,FALSE,English,FALSE
98b4d375-f07f-4ff4-baaa-31aa94173e6c,Marvin,Williams,lisa27@example.net,822.917.0430x3054,1961-11-15,M,345 Michelle Isle,Suite 156,Paulfurt,Michigan,24987,Luxembourg,2025-02-07,FALSE,Spanish,FALSE
42a051c8-0af9-41ad-ab0c-e873588f77ff,Tyler,Glass,laurie61@example.com,+1-828-445-1154x479,1991-07-29,M,7059 Hill Turnpike Apt. 165,Apt. 029,Johnsonland,Kansas,85063,Haiti,2024-05-27,TRUE,German,TRUE
a1eb49ca-900d-49ca-a4ec-98be2f890b22,Patrick,Bradley,erikarush@example.com,419.928.5654x310,1979-11-13,F,144 Lewis Ridge Suite 731,Apt. 172,Osbornmouth,Texas,46038,Russian Federation,2023-10-09,FALSE,German,TRUE
acf18c19-66f3-434b-9ee6-0bd84910bee5,Andrea,Roberts,melissa25@example.net,713.923.7058,1999-04-29,F,114 Key Stravenue,Suite 866,East Teresaland,New Hampshire,61558,Pitcairn Islands,2024-09-24,TRUE,English,FALSE
908c824b-299f-4002-bcd5-c3108fc63b7a,Melvin,Humphrey,katrinaanderson@example.net,7186242253,2002-03-14,M,3842 Mendez Course,Apt. 992,Lake Claudia,Rhode Island,44753,Tajikistan,2025-08-06,FALSE,Spanish,TRUE
8300cc42-902e-47fa-8c54-81214319d720,Anne,Bryan,millerstacy@example.net,839-669-0784x473,1975-07-01,Other,027 Washington Ford,Suite 925,Jessicastad,Montana,17640,Senegal,2024-06-02,TRUE,English,TRUE
86212ea6-5d85-40d3-a3f6-a321ff7c72a6,Zachary,Rodriguez,stevenadams@example.org,(710)746-9632,1957-07-21,M,8774 Johnson Lock,,Levyborough,Pennsylvania,46755,Australia,2023-09-28,FALSE,Spanish,TRUE
ff8c902a-d46f-456d-9adf-d12b67c79373,Juan,Harper,amitchell@example.org,(624)356-5060x98358,1970-12-04,M,499 David Court Suite 558,,Kariborough,Rhode Island,67232,Iran,2024-09-11,FALSE,French,FALSE
2073306f-cf68-4b53-ac73-43c54741e08b,Billy,Williams,linda87@example.org,+1-982-659-5269x495,1976-12-13,M,5169 Robles Stream,,New Thomasshire,Oregon,30325,Saint Helena,2023-09-28,FALSE,French,TRUE
6b89fa4b-e7a2-4c6b-bcb5-0f3af7e24861,Brandy,Jackson,rhernandez@example.org,8915307562,1972-07-23,Other,028 Ann Shore Suite 865,,South Rhonda,Michigan,72102,Guinea,2025-01-25,FALSE,English,TRUE
ade4ffc7-5690-40df-80cf-523ce98f7a59,Kelsey,Le,chelsea33@example.com,-5143,1964-03-21,Other,866 Blevins Unions,,West Bobby,Virginia,10859,Guatemala,2025-08-06,FALSE,English,TRUE
3f4bfbb1-03fe-4c3e-a001-3094d88ebf65,Scott,Scott,ilewis@example.com,-10390,1948-03-16,Other,5712 Tamara Estate,Suite 773,Manuelton,Wyoming,12226,Pakistan,2024-11-07,FALSE,English,FALSE
b26e398b-2429-4dbc-8432-61b95dac5e0a,Jesse,Rodgers,gentrygregory@example.org,3677240049,1963-12-31,F,887 Melissa Mountain Suite 315,Apt. 742,Lake Matthewport,Oregon,88896,Saudi Arabia,2024-01-17,FALSE,French,TRUE
8d23a520-3aff-4313-a7e1-744e8dcf024c,Gregory,Chase,gwilcox@example.com,661-822-7530,1960-08-29,Other,5499 Jose Lake Apt. 017,,Erikhaven,Virginia,41261,Portugal,2023-11-19,FALSE,French,FALSE
b271c351-c004-4ac5-90da-e55aaceed15b,Danielle,Shepard,christina32@example.com,(579)356-8783,1980-05-24,M,519 Bryan Plaza Apt. 982,,West Melissa,New Hampshire,15736,Pitcairn Islands,2024-01-26,TRUE,English,FALSE
b6cc52a2-80c6-4018-8832-ae2481e71ce6,Jennifer,Burns,dstokes@example.org,367.290.8740x64039,1973-06-20,Other,180 Valerie Mountains Apt. 462,,Port Darlene,Washington,85157,Italy,2024-06-05,FALSE,Spanish,FALSE
fbdea69b-1467-4422-8b7d-b96863662f6f,Victoria,Reyes,rbennett@example.net,-9418,1996-02-03,M,7868 Morrow Gateway,,Reedview,Illinois,95531,Serbia,2023-11-15,FALSE,German,TRUE
038cb623-92f4-407c-9015-717f34e47c7a,Antonio,Keller,allencarlos@example.net,5792030673,1954-03-04,M,95995 Kevin Divide Apt. 644,Apt. 892,Peterston,Minnesota,84821,Paraguay,2024-06-11,FALSE,French,TRUE
88076b70-d72d-4502-9549-d64eb5dd28e6,Kristi,Flores,trussell@example.com,(887)833-4270,1982-07-23,F,3435 Sandra Vista,,Christopherborough,Arkansas,35688,Honduras,2025-01-24,FALSE,French,TRUE
2e644958-5d68-41b5-ad05-052d154391a4,Cassidy,Williams,lopezkathleen@example.net,+1-583-873-5403x31739,2006-11-28,F,546 Ferguson Knolls,,Josehaven,New York,61581,Bolivia,2025-05-04,FALSE,English,TRUE
d6754e09-8429-4a1e-a731-b44e3cf2c7af,Tina,Harrison,robin55@example.com,8936204899,1955-01-03,Other,3693 Pierce Spur,,Jonathanfort,Washington,84609,Saint Vincent and the Grenadines,2024-09-04,FALSE,French,TRUE
4dbc4abc-bf37-4fe1-9b16-4f95f19d3ea0,Steven,Oconnor,gary87@example.org,-870,1992-10-03,M,38750 Hopkins Brook,,New Andreatown,Alaska,69892,Saint Helena,2024-03-20,TRUE,French,FALSE
c687e0e2-7e8a-441d-bc49-930ffd571904,Amanda,Mitchell,ldrake@example.org,682-833-9845,1950-01-05,M,7933 Sutton Vista Apt. 016,,Bennettfort,Arkansas,83960,Algeria,2025-02-15,FALSE,Spanish,TRUE
0bc2bdf2-3fdc-4781-bfab-62454d0b354d,George,Porter,vnewman@example.net,380-633-9740,2005-10-31,F,50392 Hickman Hills,,New John,Missouri,89241,Ukraine,2024-10-12,FALSE,German,FALSE
0755ca13-b647-4d52-953e-8fffc3b3dee8,Martin,Campos,krystalnorris@example.org,650.916.3159x99650,1978-01-08,Other,8662 Miller River,Suite 311,Ericberg,West Virginia,51569,Ghana,2024-05-26,FALSE,Spanish,FALSE
0f73a56d-e88b-4530-8a4a-b2fb15726b37,Daniel,Smith,sean41@example.org,226-378-8861,1968-09-19,M,956 Kelly Loaf,,Lake Rachelbury,Oregon,68803,Chile,2025-02-02,TRUE,French,FALSE
8d04598d-9606-4413-9ee8-ede0a599ca93,Oscar,Taylor,joseph21@example.org,(346)447-1543x79937,1965-05-14,F,5965 Cook Via,,West Malik,Vermont,26827,Lesotho,2024-04-20,FALSE,Spanish,TRUE
df175000-754a-4823-b37e-d6a98934ec23,Gregory,Sanders,kelly79@example.org,564-965-1939x82807,1998-12-01,Other,167 Cynthia Garden Suite 266,Apt. 797,Fergusonchester,Ohio,05319,Somalia,2024-05-25,FALSE,German,TRUE
22a88402-bf04-4fba-b78e-42b1e5de94f8,Jacqueline,Burnett,rodriguezjohn@example.net,(529)509-6561x014,1974-12-20,F,7982 Cuevas Orchard Apt. 461,,Port Sheliaberg,Minnesota,41381,Guam,2024-08-07,FALSE,Spanish,TRUE
86539eec-4958-4af8-a51e-13eb8fee3f83,Kristen,Boyd,thomas77@example.com,440-410-5123,1967-02-27,Other,3622 Foster Street Apt. 796,Suite 033,Karenland,Oregon,13837,South Georgia and the South Sandwich Islands,2025-06-27,FALSE,English,FALSE
b2983281-b83f-4791-9ff7-25ab5ded4fef,Amanda,Diaz,stephenbaker@example.com,359.469.6915x57924,1965-12-12,F,41252 Barnes Dam,,Hendersonfort,South Dakota,70936,Puerto Rico,2025-08-02,FALSE,French,FALSE
e561093c-d9a2-4ee1-b2c0-44d88c895059,Deanna,Cooke,tracytaylor@example.com,890.950.7236x887,1972-12-01,M,2190 Kelly Harbor Apt. 842,,Cunninghamfort,Oklahoma,67453,Bouvet Island (Bouvetoya),2024-11-06,FALSE,French,TRUE
be0b2dd4-8e7d-49c4-8203-d1e46dd461d1,Danny,Hampton,amber07@example.net,361.934.0745,2003-07-08,Other,39596 Christina Tunnel,,Port Jamie,Arkansas,75221,Guernsey,2024-10-06,FALSE,French,TRUE
3bd2ae14-06a0-4fec-b76a-270baeddc027,Juan,Ryan,tiffany44@example.net,581-826-0422x325,1977-12-10,Other,466 Jones Underpass,Apt. 684,Shawnfort,Massachusetts,76779,Afghanistan,2025-06-24,FALSE,Spanish,TRUE
b1dd4161-09cc-425c-bb02-8987cc574a66,Kim,Oconnor,sreid@example.com,686-736-3745,1981-11-17,Other,750 Cory Tunnel,,Smithburgh,New Hampshire,60337,Afghanistan,2024-07-17,FALSE,Spanish,TRUE
82b77be3-8870-4bcd-b525-2894e3849357,James,Barker,nicoleturner@example.com,554-815-2064,1989-03-29,M,103 Miller Ramp,,New Erin,Alabama,01557,Qatar,2024-05-12,FALSE,French,TRUE
ac8a6df2-f9af-495b-9edd-47879e7d9e64,Lisa,Mcneil,ebenson@example.org,861.411.5542,1988-04-17,M,89092 Bell Forest,,South Christina,New Hampshire,28975,Benin,2025-07-16,FALSE,French,TRUE
b6637705-5127-4221-b64e-dce6a53a8e17,Craig,Goodwin,bbell@example.com,(634)213-8999,2002-05-02,F,89836 Lucas Tunnel Apt. 761,,South Danielle,California,69744,Tuvalu,2023-08-29,FALSE,Spanish,TRUE
8eb5c623-dc7f-4cfe-8284-b436609a799b,Valerie,Peck,paulcombs@example.com,(282)871-0910x430,1979-02-09,Other,866 Miller Plain Apt. 414,,New Samanthaberg,Ohio,43328,India,2024-11-17,FALSE,Spanish,TRUE
abd33527-05f3-4f7e-ba5a-f839200d12e9,Cynthia,Davenport,collinssamuel@example.org,6314617990,1952-10-05,F,202 Benton Pike,,Garyberg,West Virginia,35728,Saint Martin,2025-07-08,FALSE,French,TRUE
fc6e8898-a36f-4a4d-9613-12556e370fe0,David,Yoder,lindsay48@example.org,491-677-8507x925,1997-04-05,F,138 Bradley Wall,,East Brandonstad,Missouri,20172,Christmas Island,2025-08-12,FALSE,French,TRUE
6d5af9e4-8bfa-4932-9d47-1a89aa190341,Susan,Johnson,pwalker@example.com,001-854-319-5180x2380,2004-04-24,F,4518 Smith Flats Suite 949,,South Micheal,New York,26115,Saint Martin,2025-07-19,FALSE,Spanish,TRUE
ef09b271-bba1-4d1b-82e5-4cc89ce15f8b,Amy,Flynn,adamortiz@example.org,-7812,1978-02-12,F,41038 Haynes Landing,,Villegasland,Pennsylvania,13028,Madagascar,2023-12-01,FALSE,French,TRUE
e6c15f75-d4e0-41b6-99bc-1cc7a635cc0c,Dana,Foster,grahamtamara@example.org,345-465-5743x1329,1951-10-29,M,7561 Oconnell Fords,,Parkerview,Delaware,12352,Cayman Islands,2025-05-08,FALSE,Spanish,TRUE
f0a66ade-906a-4613-8c44-b2fe188afca5,Gina,Mckenzie,lewismelissa@example.org,235-868-0442,2002-10-16,M,831 Garcia Underpass Apt. 100,Apt. 236,Ginaland,Pennsylvania,77324,Eritrea,2025-08-01,FALSE,English,TRUE
8ed75562-1e4d-402b-a575-ac498f8d95b5,Lisa,Johnson,gonzalezdebbie@example.org,851-907-0296,1946-08-22,Other,625 Rebekah Harbor Suite 720,,Lake Kenneth,Nebraska,72680,Lesotho,2023-10-06,FALSE,German,TRUE
75a3571a-c2e7-4b8b-b9b2-fc0d74846cb4,Christopher,Reyes,zgonzalez@example.net,780.865.7875,1963-01-14,M,59304 Lindsey Mountains,Suite 932,East Dianeview,Ohio,97108,Azerbaijan,2025-04-04,FALSE,English,FALSE
48f908cd-84ab-4fc0-a92a-2d81e816b175,Wendy,Robinson,lkelly@example.org,495.559.0599,2001-07-28,M,427 Christopher Fort Apt. 087,Apt. 593,West Jennifer,Massachusetts,08307,Angola,2023-12-12,FALSE,German,TRUE
4567f0da-85ae-4947-be51-d3459d2c1e9b,Brenda,Stark,mathismichelle@example.org,(469)715-4522x675,1959-10-29,M,4422 Stacy Ports,,Rosalesshire,Arizona,24366,Netherlands,2024-04-23,TRUE,Spanish,FALSE
d7e4874a-b99b-4238-97a1-46858f17386b,Samantha,Ponce,daniellegarcia@example.com,(951)235-5215,1962-09-06,Other,15410 Paul Street,,Costachester,New York,50139,Guernsey,2024-10-17,FALSE,French,FALSE
d2ccaa68-4dae-4248-acba-80ede0c6694b,Nicholas,Poole,franciscojones@example.org,705-941-1526x2181,1992-07-29,F,2962 Craig Ford,,South Heidi,Washington,96180,Mauritius,2024-03-13,FALSE,German,FALSE
37c551d9-09c0-4eaa-85ca-6af6a84bb9c9,Donna,Evans,williamsashley@example.com,(505)306-1497,1946-05-21,Other,41714 Ruiz Shore,,Christopherside,Missouri,24733,Heard Island and McDonald Islands,2025-07-07,TRUE,German,TRUE
4895fdf6-7569-4936-bd0e-d65b3d3aaa89,Patrick,Lopez,bakersteven@example.org,290-821-1586x938,2000-04-29,M,793 Evans Locks Apt. 898,,North Stacy,New Hampshire,23160,Yemen,2023-12-27,FALSE,German,TRUE
6af96afc-8bcc-4b82-93b6-95c1f06559e6,Teresa,Stokes,bradmiller@example.net,(932)294-5116x86854,1998-02-27,F,62299 Sara Port Apt. 485,,Bakerfort,Oregon,80318,Lebanon,2023-09-18,FALSE,Spanish,TRUE
3b68e2d9-2c08-4c63-aede-f8ab4cc0fdef,Gerald,Powell,vwilliams@example.net,607.945.0544,2003-01-14,F,24754 Jacobs Corners,,South Jason,Nebraska,97618,Libyan Arab Jamahiriya,2025-03-31,TRUE,Spanish,TRUE
1a882e0e-0709-4e46-98c6-2ed203d102ea,Zachary,Brooks,robertsonerik@example.com,001-286-928-9023x303,1948-01-28,Other,345 Wagner Roads Apt. 035,Suite 972,Matthewsstad,Minnesota,21933,Taiwan,2025-07-14,FALSE,German,TRUE
c756594a-f922-4d7b-849c-189887ad5f1c,Jonathan,Rivas,mitchellpaul@example.org,001-233-933-4680,2006-08-30,Other,290 Johnny Valley,,Jenniferview,Nevada,49846,Timor-Leste,2024-05-16,TRUE,German,TRUE
4adcdfdb-1dc0-4338-9f0f-59a1223bc353,Stephen,Robinson,erica96@example.net,308-958-9944,1948-12-23,Other,5444 Edward Track Apt. 096,,Erintown,Tennessee,65692,French Polynesia,2024-03-08,TRUE,German,TRUE
0b6e278c-6f90-4d53-b268-1367918d2be4,Rebecca,Sullivan,aguilarwanda@example.org,638-475-8428x24172,1990-11-21,F,135 Julie Inlet Suite 554,Suite 717,Port Cynthiashire,South Carolina,09835,Latvia,2025-07-10,FALSE,German,TRUE
c9d892d9-1d53-4faf-9b2c-1f0ebe7edb1a,James,Wilson,amoreno@example.org,(423)356-9725,1977-10-24,Other,250 Shannon Fords Apt. 927,,East Christinachester,Montana,56734,Lesotho,2024-06-12,FALSE,Spanish,TRUE
86be45ba-63ca-4309-942d-1b173be9c160,Adam,Ferguson,stephanie58@example.org,6034354216,1949-01-28,F,4789 Hamilton Spur,,West Wendy,New York,47588,Sao Tome and Principe,2024-01-13,TRUE,French,TRUE
1f08ad7e-27bc-45f6-b5f2-3386d6bff355,Frederick,Meadows,osmith@example.net,(830)698-2150,1997-02-12,F,010 Hannah Mall,,Jamesside,Kentucky,62681,Reunion,2023-12-16,FALSE,Spanish,FALSE
cddad9c7-1d5d-455a-bff5-90c6f7de41d5,Jamie,Jennings,turnerdorothy@example.net,549.592.6189x14117,1997-07-29,Other,356 Martin Plaza Suite 375,Apt. 001,Port Audreyfort,Georgia,12308,Slovakia (Slovak Republic),2024-09-20,FALSE,English,TRUE
62ff1b4d-c530-4d6d-823d-7999e0090252,Charles,Cummings,dawn74@example.com,201.420.4556x110,1989-10-10,F,5794 Nathan Junctions,Apt. 166,Nelsonfurt,Vermont,63185,South Georgia and the South Sandwich Islands,2024-07-12,FALSE,English,TRUE
a8b46979-b8ef-443c-a219-8ac3400f0fc5,Deborah,Robles,andersonjessica@example.org,769-279-7296,2003-05-02,F,7167 Bryan Shoal,Suite 089,Lake Morgan,North Dakota,69065,Portugal,2025-02-14,FALSE,German,TRUE
22b1bfb8-40c8-4950-ac03-bc8d491e28dd,Christine,Reynolds,timothyalvarado@example.net,(728)590-0287x7217,1967-02-25,F,83866 Christian Mills Suite 177,Suite 170,South Robertside,Oklahoma,00523,Sweden,2023-10-29,TRUE,English,FALSE
cb70985f-66eb-45ac-9f10-bdec9029e298,Latoya,Richmond,pamela83@example.net,+1-375-350-3758x99757,1996-04-21,M,55488 Park Cape,,South Donald,Virginia,97823,Saint Helena,2024-07-02,FALSE,English,FALSE
3ba2fc57-99eb-4a43-9c9f-b1023b532bff,Daniel,Carr,davidphelps@example.org,435.916.0917x798,1944-12-05,Other,697 Heather Extensions,Apt. 169,Williamfurt,Nebraska,80323,United States Virgin Islands,2025-02-07,TRUE,Spanish,TRUE
a5ea0df0-ade7-428b-85f8-6050c0d61b1b,Kathryn,Hill,tara72@example.org,(498)748-5833x39452,1992-12-21,M,8799 Craig Ville,,Nataliechester,Alabama,69016,Botswana,2023-09-08,FALSE,German,TRUE
