order_id,customer_id,order_date,order_status,payment_method,shipping_method,shipping_address_line1,shipping_address_line2,shipping_city,shipping_state,shipping_postal_code,shipping_country,billing_same_as_shipping,discount_amount,tax_amount,shipping_cost,total_amount,notes,created_at,updated_at,subtotal
12b49119-3cc0-4bb3-983d-a9473972de46,d5d03ce9-a89a-4750-bb98-857b6c33482a,2024-12-21,delivered,debit_card,overnight,73246 Michael Skyway,,Ericport,Tennessee,93479,Belgium,True,0.0,147.2,7.55,1886.46,,2024-12-21 08:59:52,2025-03-27 08:59:01,1731.71
7015a492-1adf-414b-b310-87a99e0c6f77,c9d892d9-1d53-4faf-9b2c-1f0ebe7edb1a,2025-08-15,shipped,cash_on_delivery,pickup,48126 Morgan Lights Suite 835,,South John,Indiana,95672,Pakistan,True,20.32,203.62,6.96,2585.78,,2025-08-15 08:17:36,2025-08-17 11:42:26,2395.52
d9b21562-45be-43b8-a13d-df292a826b2d,1f6d9430-5d67-4a9c-81ce-85d8ca7f63ea,2025-06-20,delivered,debit_card,pickup,0694 Campos Pass Suite 709,Apt. 195,Bradleyshire,Nevada,43807,Mongolia,True,0.0,362.92,9.32,4641.89,,2025-06-20 15:33:24,2025-07-07 12:25:34,4269.65
b74eacd6-0018-4a6f-9ef3-67829472ce64,3ba2fc57-99eb-4a43-9c9f-b1023b532bff,2025-04-21,delivered,cash_on_delivery,standard,449 Jensen Avenue,,Pearsonside,Maryland,43607,Korea,True,0.0,86.18,14.08,1114.2,,2025-04-21 17:10:37,2025-06-10 22:05:18,1013.94
0703102a-2f9a-4284-a257-3c77c2dc210e,e6e49707-0c5b-4d36-9b76-35b6862d4b06,2024-11-24,processing,credit_card,standard,230 Velasquez Mountains,,Port Kylefurt,Michigan,90604,Antigua and Barbuda,True,0.0,309.92,14.84,3970.87,Instead style your medical know strong yourself. Member size time.,2024-11-24 05:08:50,2025-07-02 16:36:56,3646.1099999999997
a5464509-5f48-4ce0-af3f-ffa41e52d531,dd48c158-6e01-44a0-848d-31d64867619f,2024-12-02,delivered,bank_transfer,express,265 Chad Junctions Suite 146,Apt. 000,Mayport,West Virginia,14500,Gambia,True,0.0,437.59,18.51,5604.22,,2024-12-02 06:34:10,2025-05-28 19:29:09,5148.12
71b1d72c-f713-4b9f-8f8f-b65c6e768773,dc43c3c6-5d09-468b-aad7-9ffd1d5cee07,2025-08-02,delivered,cash_on_delivery,pickup,22855 Mccormick Stream Apt. 149,,West Justin,Oklahoma,09918,Saint Helena,True,28.12,408.39,12.22,5197.12,,2025-08-02 02:40:31,2025-08-19 12:04:18,4804.63
6853eef4-70cc-4107-81dc-90f6deffab5b,485b0327-2196-45b3-8f40-f04af9049c36,2025-08-15,delivered,paypal,pickup,27619 Joel Mountains Suite 311,,Port Georgemouth,Vermont,25823,Slovenia,True,0.0,199.24,24.82,2568.06,Training image respond image resource capital. Thousand onto him tonight understand size.,2025-08-15 15:36:37,2025-08-20 11:03:53,2344.0
cb8a3dfc-2958-45fb-9271-1c22f201b7c7,a8b46979-b8ef-443c-a219-8ac3400f0fc5,2025-07-01,delivered,credit_card,pickup,96682 Perez Extension Apt. 426,Suite 446,Lake Destinyfurt,North Carolina,69588,Morocco,True,0.0,58.45,3.04,749.11,,2025-07-01 05:35:30,2025-08-19 03:54:49,687.62
69bd679b-9c39-4a12-8d3c-526d88b49872,6811b4e8-c5d0-4fce-8d1e-a415fe9001f6,2025-04-11,cancelled,credit_card,pickup,19133 Samantha Hills,,North Timothy,Massachusetts,28054,French Southern Territories,True,0.0,151.89,3.5,1942.33,,2025-04-11 21:15:19,2025-07-23 07:15:41,1786.94
fa250149-5d66-426a-9a45-912eff443e5c,f148da49-0042-471c-bf2a-b355e9f7c75c,2025-06-17,delivered,paypal,standard,4504 Perry Green Apt. 441,,Huynhland,Nevada,95498,Palestinian Territory,True,0.0,28.94,16.92,386.35,,2025-06-17 05:16:24,2025-07-24 12:48:53,340.49
c7b89f70-ddba-44d5-bae8-a6c8539f9232,f4ba2445-d4cc-425b-95ff-23340e26aadc,2025-06-13,delivered,cash_on_delivery,express,70003 Scott Brook Suite 742,Apt. 206,Smithhaven,Alaska,91423,Switzerland,True,30.7,23.65,17.86,289.05,,2025-06-13 09:34:49,2025-07-14 15:33:17,278.24
bc1e25b1-c8fc-4391-911d-563b4c894961,b79c94bd-0700-415e-be9f-605b0c84577c,2025-01-28,delivered,debit_card,overnight,89170 Scott Divide,,Edwardton,New Mexico,43689,Dominica,True,0.0,328.15,3.38,4192.17,,2025-01-28 01:10:45,2025-07-19 16:40:52,3860.64
fc9ce7a6-fca3-4d3f-9bd4-60cac9185c2a,0949038f-1821-4dd8-9511-b4d20f59fa64,2025-07-23,delivered,paypal,pickup,26966 Perez River Suite 860,Apt. 500,Kristinamouth,Wisconsin,36025,Morocco,True,0.0,690.94,0.14,8819.79,,2025-07-23 10:03:35,2025-08-06 03:17:04,8128.709999999999
8836291d-9603-4e2a-b8bf-4f399662a3e0,8f71b6b3-e3cf-4e85-a7f4-59e2f46486b9,2025-05-13,delivered,cash_on_delivery,pickup,1679 Susan Divide Suite 195,,South Christopher,Delaware,67770,Italy,True,0.0,327.21,3.91,4180.6,,2025-05-13 04:36:20,2025-05-24 16:12:37,3849.48
3438bbf7-f7ea-4bf3-9307-ffbe1b812bf3,3d4a74e2-cb9d-4296-a216-0dcc18e83789,2025-05-04,delivered,paypal,standard,372 Whitney Trail Suite 485,,Stevenbury,Iowa,18074,Papua New Guinea,True,0.0,514.58,21.7,6590.17,,2025-05-04 09:24:43,2025-08-19 13:31:56,6053.889999999999
4f661f56-6a9e-4fcd-a709-d6fcbb25f659,9a794ae6-bbc9-48c0-a6e4-11084d2bb9e5,2024-09-23,delivered,bank_transfer,overnight,48130 Kevin Garden Suite 256,,Lake Masonbury,Alabama,45537,Moldova,True,29.63,391.1,2.57,4965.25,,2024-09-23 18:08:02,2024-10-24 04:14:59,4601.21
ce5b6f76-e794-45b5-8d7e-de20cbcf4bf0,93a22431-3a66-4d49-949b-2906eb815776,2025-08-17,shipped,credit_card,express,624 Juan Meadow Suite 101,,South Tanyaland,Oregon,46056,Samoa,True,0.0,321.08,8.25,4106.76,,2025-08-17 16:41:27,2025-08-17 09:54:42,3777.43
cf0524ae-cd74-44f3-b4c5-46c31b92eae9,ed0f4f17-86a6-42e1-b28a-d2b92ea4c4f8,2025-06-22,delivered,cash_on_delivery,pickup,89329 Nguyen Meadow Suite 145,Apt. 181,Hansenton,Iowa,61303,Gabon,True,10.82,159.12,23.24,2043.55,,2025-06-22 01:24:59,2025-07-11 16:33:36,1872.01
4c274760-e08e-4232-9e7c-fe3379a85bf3,1c5092ae-5000-4a4b-b1d4-606b00915a36,2025-01-15,shipped,credit_card,overnight,51426 Tamara Pine,Apt. 241,Lisaburgh,California,20890,Belgium,False,40.36,99.72,10.64,1243.14,,2025-01-15 19:10:46,2025-04-18 06:12:14,1173.1399999999999
57350cb9-24a4-4381-9283-84b1995f4fd5,ba87fc0e-4dde-44f6-82be-dc78ece9f5b8,2025-06-21,delivered,credit_card,express,730 Felicia Camp,,Lake Erik,North Carolina,77752,Kenya,True,0.0,276.36,11.86,3539.53,,2025-06-21 16:35:32,2025-07-25 19:46:47,3251.31
03d0e591-e8d1-47e3-a3ec-2f8e07013c50,9094e644-64f3-4af6-adc9-2ce2a46dc471,2025-02-14,delivered,credit_card,express,7564 Andrew Ramp,,Mitchellton,New Mexico,17067,Sierra Leone,False,0.0,359.92,17.78,4612.04,,2025-02-14 18:31:28,2025-06-12 06:15:39,4234.34
bcdc4027-728d-4c85-89cf-d1d83a6229d9,4ae28aee-1953-4981-95ab-55433d421d26,2024-12-02,delivered,paypal,standard,76494 James Freeway,,New Williamview,Washington,42357,Guyana,True,0.0,18.24,0.63,233.43,,2024-12-02 01:29:44,2025-01-23 11:33:18,214.56
04479cd5-f77e-4ed7-99b4-912444b2ac2c,f7024c5c-e906-4bbe-8031-3c8a605211d5,2025-07-04,delivered,paypal,pickup,4942 William Way Apt. 413,Suite 325,Allisonchester,Connecticut,31328,Croatia,True,0.0,284.6,23.49,3656.37,,2025-07-04 17:20:34,2025-07-13 05:06:10,3348.2799999999997
b734231a-9c92-4872-b6da-fae817c456ea,44aacf2b-88dd-4ff7-8c6c-e9539c5a95c4,2025-08-14,cancelled,credit_card,express,56131 David Shoal,,South Donald,Indiana,91794,Trinidad and Tobago,True,15.52,480.59,2.35,6121.43,,2025-08-14 21:53:31,2025-08-19 16:42:53,5654.01
0d8f9666-a071-41af-ba27-743024d2f91f,80282977-1843-4cd5-8c78-9d1352a27c9d,2025-05-24,delivered,credit_card,overnight,213 Barber Fall,Apt. 111,New Brendashire,Oklahoma,28817,Panama,True,0.0,86.38,1.1,1103.75,,2025-05-24 09:16:00,2025-05-28 17:46:58,1016.27
52bc18b0-1234-465e-90f7-d97ed07b41bb,80282977-1843-4cd5-8c78-9d1352a27c9d,2025-03-04,shipped,credit_card,standard,933 Brandon Shoal Apt. 389,,Lake Deannaside,Nevada,03254,Central African Republic,False,0.0,266.71,15.81,3420.31,,2025-03-04 09:44:30,2025-08-17 16:31:32,3137.79
d60fee7a-dc0d-4191-b005-3a6280c88c06,b718d22c-ee98-4675-8ddc-cbcd760b61dd,2025-06-09,delivered,cash_on_delivery,standard,968 Amy Grove,Apt. 358,Whiteside,Kansas,48900,Madagascar,True,0.0,20.07,3.83,260.02,,2025-06-09 18:42:55,2025-08-02 11:21:33,236.12
07b4633d-d50b-41b7-8d43-467f5290af13,919cfd91-26be-43c5-bd6c-787582659cd7,2024-08-22,delivered,credit_card,pickup,877 Mason Mount Suite 879,,East Joshuachester,Kentucky,36333,Cayman Islands,True,0.0,166.28,17.76,2140.25,,2024-08-22 22:10:47,2025-05-03 19:09:09,1956.21
6dc6a241-a059-4a0d-9091-705bb3fa16db,91e45463-704a-4ded-996f-ebec03568da8,2024-12-30,delivered,debit_card,standard,8409 Gina Mountains Apt. 290,,Solomonview,Georgia,20548,Vanuatu,True,0.0,38.92,22.44,519.3,,2024-12-30 22:17:44,2025-04-11 09:03:48,457.93999999999994
b971edd2-8382-4cec-a8ca-ea9b29b53fc8,4c615ce4-3a18-4da4-91fd-672efda9a820,2025-03-22,delivered,paypal,standard,47689 Mallory Field,,West Paulafurt,Minnesota,67281,Honduras,True,0.0,27.57,16.74,368.65,Result blood approach east even sure thought. Food instead note this could. Trade couple end radio.,2025-03-22 18:40:48,2025-07-01 20:53:48,324.34000000000003
133b51b6-635b-40e0-894e-a2ae873d6eee,0f493d48-16aa-4ad0-b6d1-f35f119fd529,2025-05-15,delivered,debit_card,overnight,1070 Wilson Glens Apt. 223,Suite 960,Dorseyhaven,Michigan,46626,China,True,9.93,192.99,12.64,2466.21,,2025-05-15 02:38:51,2025-07-24 08:04:41,2270.51
0c04c25d-c84d-45b9-a146-951e861012b1,15100621-3ca5-4dd3-b2c5-295438497ad5,2024-08-27,delivered,credit_card,overnight,3604 Ferguson Squares Suite 181,Suite 457,Scotthaven,Florida,57159,Pakistan,True,0.0,30.35,14.2,401.55,,2024-08-27 04:56:33,2025-07-02 02:13:23,357.0
3a42c3ef-45ae-48ef-870c-7a0d13aa862e,f16ef86f-c9cf-4f1f-a975-5f91b2aec4ba,2025-02-03,cancelled,credit_card,standard,089 Hahn Fort,,East Rogerton,New Jersey,61894,Falkland Islands (Malvinas),True,15.88,445.02,15.67,5680.32,Special economy crime value note radio. Fly front ahead. Deal spring want fact thousand.,2025-02-03 19:06:30,2025-05-13 22:27:10,5235.509999999999
8d47eceb-4e7f-4861-a799-6da522a925ce,df27fa12-2d1b-42f2-8d1a-41156fb4a5c3,2024-08-26,delivered,debit_card,overnight,1015 Coffey Drive,,Clarkburgh,Indiana,11477,Aruba,False,0.0,369.06,7.69,4718.69,,2024-08-26 23:52:33,2025-05-25 21:38:42,4341.9400000000005
3b3f69fc-3d47-4e8e-b63b-ea55732c617a,f5ea433c-3953-4e99-b386-6e65c4c186df,2025-06-22,cancelled,debit_card,express,7884 Thomas Bypass Suite 420,,North Aprilfurt,North Carolina,23174,Latvia,True,13.95,171.29,14.13,2186.64,,2025-06-22 19:56:01,2025-07-30 18:24:33,2015.17
597f4a7e-7ca9-4189-9afd-9fe117e27db9,b9cb3d0d-908d-4d8d-ad21-29d02b39393d,2024-11-15,shipped,debit_card,express,18814 Cochran Mill Suite 181,,South Christopher,Minnesota,98571,Turks and Caicos Islands,True,0.0,416.95,2.31,5324.55,,2024-11-15 05:40:21,2025-01-29 04:08:24,4905.29
60a3bcdb-62d9-4ab3-9cae-972d1de5b700,16ecb6f7-45cd-42ce-b56c-a4fb72a044dd,2025-06-06,delivered,cash_on_delivery,pickup,482 Steven Square,,West Jason,Rhode Island,34991,Jersey,True,47.48,0.96,14.63,-20.57,,2025-06-06 14:46:33,2025-07-12 00:47:12,11.32
5beb3306-f45f-4c0e-af8d-7c8bb97e9fc5,b76b3fc1-6771-4216-a953-35cc54022822,2025-02-08,shipped,bank_transfer,overnight,868 Logan Harbors,,Sanfordmouth,Maine,44132,Kuwait,True,17.11,132.05,24.21,1692.73,,2025-02-08 00:10:11,2025-04-09 10:25:45,1553.58
b84a40f8-beec-4e18-944a-01e607aa0812,04eb88fe-ae93-431e-915a-c6b823888584,2025-07-08,delivered,credit_card,express,74793 Nancy Run Apt. 712,Apt. 367,Lake Dustinville,Michigan,46977,Faroe Islands,True,5.76,103.34,16.46,1329.8,,2025-07-08 07:20:18,2025-08-14 01:08:03,1215.76
f8862fe4-3523-45d2-b027-fbe493f2d680,00ed8fa1-d334-44f5-be71-1f1a1b27a6e8,2024-10-20,delivered,paypal,overnight,3997 Beck Brooks,,Ericaview,Vermont,44570,United States Virgin Islands,True,0.0,580.88,8.06,7422.79,,2024-10-20 12:52:20,2025-05-15 03:18:26,6833.85
cef2e453-48c7-47bd-8d6e-fa4e6d30e1af,22d28c5e-4d1d-4cb9-86a5-e17c615bfb94,2025-08-04,delivered,credit_card,express,36432 Micheal Terrace Apt. 632,,Hayesmouth,Kentucky,94830,Macao,True,0.0,94.06,2.51,1203.21,,2025-08-04 13:57:42,2025-08-04 21:49:57,1106.6399999999999
63156a3b-7183-4579-9d52-fc81e79fa004,9a794ae6-bbc9-48c0-a6e4-11084d2bb9e5,2025-07-12,shipped,cash_on_delivery,express,2109 Garza Pike,,Stephentown,California,89484,Montserrat,True,0.0,31.78,14.84,420.45,,2025-07-12 20:56:33,2025-08-15 18:48:16,373.83
407fa184-c307-467a-a754-f1cbb7a0c96e,239c9cd0-9d1f-49f2-b4cb-bc304bb8a776,2025-01-28,delivered,debit_card,overnight,793 Trevor Plain Apt. 607,,Lake Melissafort,West Virginia,89639,Vietnam,True,0.0,68.53,10.03,884.78,Loss themselves unit in those road. Certain popular same against.,2025-01-28 18:25:30,2025-08-02 02:00:03,806.22
eb614059-7547-4577-82f9-734036690538,7a49e676-cd0a-42ba-8f2a-b2a297f17374,2024-12-08,delivered,cash_on_delivery,standard,02892 Kevin Forges,,Glennville,Maine,23513,Thailand,True,0.0,78.92,10.02,1017.38,Put process art but travel. Tend concern evening church need fast all.,2024-12-08 19:52:48,2024-12-21 18:32:01,928.44
9a33219f-781a-4ece-b333-fb70e0ca837a,f726918b-03a8-476e-a832-595bd0b97791,2024-11-16,shipped,paypal,express,133 Ferguson Brook,,South Amandatown,South Carolina,90597,Ireland,True,33.17,278.74,19.71,3544.62,Occur discuss western gun. Always physical country sister term account.,2024-11-16 06:16:09,2025-03-02 11:07:59,3279.34
bdcfc87e-80e3-41d8-80c4-b9337c726246,d7e4874a-b99b-4238-97a1-46858f17386b,2024-09-26,delivered,debit_card,overnight,18222 Rodriguez Skyway Apt. 950,,North Davidburgh,Illinois,97424,Cayman Islands,True,7.37,6.92,22.07,103.08,,2024-09-26 05:06:06,2025-07-15 15:37:04,81.46
04e8ee04-47ae-4cac-bc78-d84011e5fdf6,abd33527-05f3-4f7e-ba5a-f839200d12e9,2025-06-30,shipped,debit_card,pickup,99285 Justin Ferry,Suite 350,East Cory,Louisiana,81452,Belize,True,0.0,108.01,21.14,1399.85,,2025-06-30 05:13:06,2025-07-09 00:56:04,1270.7000000000003
dcd5a39d-aef2-4fee-852c-b2649245a849,141e2a98-202c-41f3-8966-4b8e9d394f6c,2024-09-08,shipped,credit_card,pickup,953 Tamara Alley,,Cherylhaven,Tennessee,39452,Panama,True,23.62,75.01,9.41,943.31,,2024-09-08 16:40:57,2024-11-16 13:19:05,882.51
9d87034b-b0ef-421f-a591-605ff5c55863,7bcaf831-02c4-436c-84a5-5eea856d5626,2025-06-30,delivered,credit_card,pickup,3519 Watts Crossing,Suite 981,Russelltown,Texas,14408,Nepal,True,38.66,113.01,22.45,1426.28,,2025-06-30 13:39:00,2025-07-09 22:56:00,1329.48
74d52e3f-4c43-464d-8596-37a204695c19,e168818e-8f9e-4bd0-9450-97b12ed964a0,2024-09-29,delivered,cash_on_delivery,pickup,3167 Christian Highway Apt. 048,,Port Anthony,Kentucky,87600,Guernsey,True,0.0,6.35,24.26,105.31,Finally picture lawyer analysis. Administration news term meeting who.,2024-09-29 12:34:02,2025-06-10 23:47:33,74.7
1e26d5b9-8d91-4196-ab5f-6b698214b26c,382da688-cb7f-444e-b6fb-1a4903b9d53a,2024-11-26,delivered,debit_card,overnight,015 Goodman Curve Apt. 584,,New Katherinechester,Alabama,38566,Grenada,True,29.96,102.13,9.95,1283.68,Teach statement game nothing social fight kid present. Report attack its national story media.,2024-11-26 08:27:50,2025-01-26 20:11:43,1201.56
de449205-0f41-44c0-92f0-857494492158,20e980c1-2ac1-498d-96ca-f47352eaf93f,2024-11-22,processing,debit_card,standard,66556 Patricia Meadow,Apt. 004,East Luis,Arizona,10834,Guernsey,True,0.0,502.36,16.35,6428.81,,2024-11-22 10:20:47,2025-03-16 16:34:30,5910.1
7eedb615-12f2-4945-9905-031d70585e51,cfb57776-49a6-4ba8-b674-ec4a86c2418a,2024-08-23,delivered,bank_transfer,standard,556 Atkinson Greens Suite 735,Apt. 839,Burnettstad,Wisconsin,62703,Trinidad and Tobago,False,19.91,56.2,12.93,710.39,,2024-08-23 04:47:18,2024-12-02 18:28:39,661.17
bf7600bd-d758-4376-a2cd-2d9bddd1f743,d08a5ca6-63f2-4281-8e77-81642f201fb1,2025-05-17,processing,credit_card,pickup,616 Butler Lock,,Rachelfurt,Maryland,02288,Indonesia,True,0.0,245.61,14.37,3149.54,,2025-05-17 20:48:21,2025-06-09 15:39:59,2889.56
bb36a7df-2fd5-47ad-9e5c-45aeb0b0416f,fae3f0f3-e6ea-4775-953d-f46a673a2c13,2025-01-14,pending,bank_transfer,pickup,8617 Christopher Manors Suite 796,,New Nicole,Idaho,37292,Uganda,True,31.71,45.57,15.09,565.02,,2025-01-14 08:25:12,2025-06-20 22:30:15,536.0699999999999
84c6f01f-36c3-4cf0-a20c-9b77752c5abd,1ddf005e-27f2-4bfb-ac26-af744c21c6b4,2025-08-14,delivered,bank_transfer,overnight,44369 Wesley Island,,West Roberthaven,Indiana,65596,Netherlands Antilles,False,8.94,14.42,10.6,185.7,,2025-08-14 04:51:21,2025-08-17 10:50:48,169.62
